county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_37,415_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Smith County, KS",KS,1578,0.7044,0.7156,795
"Dewey County, OK",OK,1631,0.7388,0.657,792
"Claiborne County, MS",MS,3008,0.4359,0.6006,788
"Granite County, MT",MT,1514,0.7101,0.7321,787
"Petersburg Borough, AK",AK,1371,0.8008,0.7156,786
"Beaver County, OK",OK,1673,0.7141,0.657,785
"Calhoun County, AR",AR,1690,0.706,0.657,784
"Haskell County, KS",KS,1403,0.777,0.7156,780
"Hickman County, KY",KY,1731,0.6498,0.6892,775
"Menominee County, WI",WI,1405,0.7407,0.7438,774
"Dewey County, SD",SD,1692,0.6215,0.7338,772
"Childress County, TX",TX,1838,0.6552,0.6402,771
"Hand County, SD",SD,1405,0.7445,0.7338,768
"Pulaski County, IL",IL,1940,0.5527,0.7156,767
"East Carroll Parish, LA",LA,2617,0.4655,0.6254,762
"Emmons County, ND",ND,1528,0.6811,0.7321,762
"Swisher County, TX",TX,2383,0.4983,0.6402,760
"Sheridan County, MT",MT,1476,0.7013,0.7321,758
"Bowman County, ND",ND,1291,0.8018,0.7321,758
"Dillingham Census Area, AK",AK,1403,0.7516,0.7156,755
"Fisher County, TX",TX,1564,0.7543,0.6402,755
"Jefferson County, MS",MS,2494,0.5011,0.6006,751
"Lewis County, ID",ID,1574,0.6496,0.7305,747
"Kimball County, NE",NE,1489,0.6857,0.7288,744
"Calhoun County, IL",IL,1239,0.8374,0.7156,742
"Clark County, SD",SD,1336,0.7564,0.7338,742
"Stanley County, SD",SD,1290,0.7788,0.7338,737
"Randolph County, GA",GA,2688,0.4252,0.6402,732
"Crane County, TX",TX,1632,0.6986,0.6402,730
"Quitman County, MS",MS,2643,0.4583,0.6006,728
"La Salle County, TX",TX,1647,0.6877,0.6402,725
"Nelson County, ND",ND,1338,0.7321,0.7321,717
"Sherman County, NE",NE,1325,0.74,0.7288,715
"Nance County, NE",NE,1342,0.7258,0.7288,710
"Grant County, OK",OK,1612,0.6683,0.657,708
"Hardin County, IL",IL,1545,0.6313,0.7156,698
"Hanson County, SD",SD,1132,0.8286,0.7338,688
"Catron County, NM",NM,1789,0.561,0.6842,687
"Perkins County, SD",SD,1309,0.7148,0.7338,687
"Ellis County, OK",OK,1478,0.7024,0.657,682
"Franklin County, NE",NE,1293,0.7229,0.7288,681
"Rush County, KS",KS,1387,0.6855,0.7156,680
"Roger Mills County, OK",OK,1416,0.7243,0.657,674
"Traverse County, MN",MN,1311,0.6828,0.7504,672
"Pope County, IL",IL,1385,0.6756,0.7156,670
"Chautauqua County, KS",KS,1356,0.691,0.7156,670
"Schley County, GA",GA,1639,0.6364,0.6402,668
"Fallon County, MT",MT,1178,0.7708,0.7321,665
"Schuyler County, MO",MO,1307,0.7203,0.7024,661
"Baca County, CO",CO,1657,0.5455,0.7305,660
"Logan County, KS",KS,1241,0.7433,0.7156,660
"Lincoln County, KS",KS,1278,0.7198,0.7156,658
"Sutton County, TX",TX,1273,0.8,0.6402,652
"Hemphill County, TX",TX,1476,0.6855,0.6402,648
"Wayne County, UT",UT,1156,0.7691,0.7288,648
"Perkins County, NE",NE,1192,0.7401,0.7288,643
"Harper County, OK",OK,1333,0.7344,0.657,643
"Copper River Census Area, AK",AK,1207,0.7434,0.7156,642
"Aleutians West Census Area, AK",AK,956,0.9364,0.7156,641
"Douglas County, SD",SD,1138,0.7628,0.7338,637
"Dolores County, CO",CO,1254,0.6948,0.7305,636
"Ness County, KS",KS,1161,0.7655,0.7156,636
"Hidalgo County, NM",NM,1478,0.6248,0.6842,632
"Garza County, TX",TX,1463,0.6748,0.6402,632
"Rawlins County, KS",KS,1170,0.754,0.7156,631
"Shackelford County, TX",TX,1293,0.7612,0.6402,630
"Mercer County, MO",MO,1302,0.6851,0.7024,627
"Norton city, VA",VA,1605,0.5442,0.7172,626
"Decatur County, KS",KS,1327,0.6583,0.7156,625
"Lyman County, SD",SD,1188,0.7142,0.7338,623
"Potter County, SD",SD,1066,0.7891,0.7338,617
"Sierra County, CA",CA,1219,0.7028,0.7172,614
"Divide County, ND",ND,1016,0.824,0.7321,613
"Gove County, KS",KS,1168,0.7301,0.7156,610
"McIntosh County, ND",ND,1196,0.6966,0.7321,610
"Costilla County, CO",CO,1651,0.5049,0.7305,609
"Crowley County, CO",CO,1337,0.6207,0.7305,606
"Jewell County, KS",KS,1317,0.6394,0.7156,603
"Knox County, MO",MO,1288,0.6636,0.7024,600
"Aurora County, SD",SD,1064,0.7644,0.7338,597
"Brown County, NE",NE,1275,0.6417,0.7288,596
"Harlan County, NE",NE,1197,0.6821,0.7288,595
"Kidder County, ND",ND,1170,0.6948,0.7321,595
"Crockett County, TX",TX,1225,0.7553,0.6402,592
"Chase County, KS",KS,1147,0.7205,0.7156,591
"Woodson County, KS",KS,1254,0.6587,0.7156,591
"Baylor County, TX",TX,1530,0.6007,0.6402,588
"Lake County, TN",TN,2067,0.4127,0.6875,586
"Cheyenne County, KS",KS,1210,0.6757,0.7156,585
"Guadalupe County, NM",NM,1490,0.5703,0.6842,581
"Hettinger County, ND",ND,1130,0.7019,0.7321,581
"Tyrrell County, NC",NC,1547,0.5398,0.6941,580
"Niobrara County, WY",WY,1188,0.6782,0.7189,579
"Coke County, TX",TX,1594,0.5651,0.6402,577
"Frontier County, NE",NE,1074,0.733,0.7288,574
"Renville County, ND",ND,969,0.802,0.7321,569
"Calhoun County, GA",GA,1593,0.5569,0.6402,568
"Union County, NM",NM,1438,0.577,0.6842,568
"Graham County, KS",KS,1191,0.6618,0.7156,564
"Eddy County, ND",ND,1173,0.6499,0.7321,558
"Garfield County, WA",WA,1031,0.7321,0.7388,558
"Hardeman County, TX",TX,1230,0.6992,0.6402,551
"Aleutians East Borough, AK",AK,1045,0.7349,0.7156,550
"Edwards County, KS",KS,1162,0.6605,0.7156,549
"Knox County, TX",TX,1246,0.686,0.6402,547
"Keweenaw County, MI",MI,1135,0.6769,0.7106,546
"Rich County, UT",UT,923,0.8089,0.7288,544
"Highland County, VA",VA,1003,0.7524,0.7172,541
"Wheeler County, GA",GA,1615,0.5215,0.6402,539
"Donley County, TX",TX,1180,0.7129,0.6402,539
"Pawnee County, NE",NE,1090,0.6763,0.7288,537
"Echols County, GA",GA,1145,0.7308,0.6402,536
"Kiowa County, KS",KS,955,0.7836,0.7156,535
"Sanborn County, SD",SD,946,0.77,0.7338,535
"Miner County, SD",SD,932,0.781,0.7338,534
"Burke County, ND",ND,904,0.8056,0.7321,533
"Sheridan County, KS",KS,987,0.7393,0.7156,522
"Kinney County, TX",TX,1152,0.7062,0.6402,521
"Clay County, GA",GA,1231,0.6598,0.6402,520
"Stanton County, KS",KS,856,0.8417,0.7156,516
"Wrangell City and Borough, AK",AK,976,0.737,0.7156,515
"Hitchcock County, NE",NE,1111,0.6347,0.7288,514
"Butte County, ID",ID,1073,0.6517,0.7305,511
"Stewart County, GA",GA,1771,0.4443,0.6402,504
"Upton County, TX",TX,1360,0.5785,0.6402,504
"Haines Borough, AK",AK,901,0.7788,0.7156,502
"Elk County, KS",KS,999,0.7002,0.7156,501
"Griggs County, ND",ND,992,0.688,0.7321,500
"Judith Basin County, MT",MT,918,0.739,0.7321,497
"McPherson County, SD",SD,915,0.7384,0.7338,496
"Lipscomb County, TX",TX,1025,0.7538,0.6402,495
"Towner County, ND",ND,989,0.682,0.7321,494
"Jim Hogg County, TX",TX,1279,0.6036,0.6402,494
"Meagher County, MT",MT,927,0.7219,0.7321,490
"Tensas Parish, LA",LA,1578,0.4943,0.6254,488
"Collingsworth County, TX",TX,975,0.7804,0.6402,487
"Greeley County, NE",NE,958,0.6945,0.7288,485
"Grant County, ND",ND,1059,0.6161,0.7321,478
"Sedgwick County, CO",CO,1022,0.6377,0.7305,476
"Adams County, ND",ND,1030,0.624,0.7321,471
"Gosper County, NE",NE,836,0.7719,0.7288,470
"Hoonah-Angoon Census Area, AK",AK,924,0.6993,0.7156,462
"Reagan County, TX",TX,1033,0.6991,0.6402,462
"Deuel County, NE",NE,837,0.7517,0.7288,459
"Schleicher County, TX",TX,964,0.7431,0.6402,459
"Morton County, KS",KS,972,0.6558,0.7156,456
"Corson County, SD",SD,1128,0.5502,0.7338,455
"Glascock County, GA",GA,1036,0.6781,0.6402,450
"Oliver County, ND",ND,725,0.8414,0.7321,447
"Jerauld County, SD",SD,785,0.7714,0.7338,444
"Cheyenne County, CO",CO,785,0.7728,0.7305,443
"Sharkey County, MS",MS,1422,0.516,0.6006,441
"Sioux County, ND",ND,1112,0.5422,0.7321,441
"Gilliam County, OR",OR,875,0.6826,0.7321,437
"Faulk County, SD",SD,862,0.6897,0.7338,436
"Sherman County, TX",TX,843,0.8085,0.6402,436
"Hall County, TX",TX,1169,0.5784,0.6402,433
"Steele County, ND",ND,806,0.7321,0.7321,432
"Campbell County, SD",SD,754,0.7795,0.7338,431
"McCone County, MT",MT,798,0.7348,0.7321,429
"Comanche County, KS",KS,824,0.715,0.7156,422
"Clark County, KS",KS,788,0.7424,0.7156,419
"Wichita County, KS",KS,824,0.709,0.7156,418
"Golden Valley County, ND",ND,699,0.808,0.7321,414
"Bennett County, SD",SD,920,0.6059,0.7338,409
"Armstrong County, TX",TX,767,0.831,0.6402,408
"Baker County, GA",GA,1108,0.5711,0.6402,405
"Owsley County, KY",KY,1567,0.3701,0.6892,400
"Lane County, KS",KS,709,0.7826,0.7156,397
"Haakon County, SD",SD,687,0.7875,0.7338,397
"Wheatland County, MT",MT,883,0.6127,0.7321,396
"Boyd County, NE",NE,744,0.7288,0.7288,395
"Hamilton County, KS",KS,757,0.7272,0.7156,394
"Sully County, SD",SD,637,0.8307,0.7338,388
"Hodgeman County, KS",KS,697,0.7759,0.7156,387
"Daniels County, MT",MT,734,0.7154,0.7321,384
"Dundy County, NE",NE,779,0.6758,0.7288,384
"Sherman County, OR",OR,804,0.651,0.7321,383
"Quitman County, GA",GA,1067,0.5571,0.6402,381
"Menard County, TX",TX,942,0.6253,0.6402,377
"Real County, TX",TX,1128,0.5207,0.6402,376
"Worth County, MO",MO,847,0.6305,0.7024,375
"Powder River County, MT",MT,708,0.7234,0.7321,375
"Logan County, ND",ND,777,0.6559,0.7321,373
"Garden County, NE",NE,858,0.5948,0.7288,372
"Robertson County, KY",KY,810,0.6603,0.6892,369
"Concho County, TX",TX,814,0.7068,0.6402,368
"Sheridan County, ND",ND,675,0.7399,0.7321,366
"Garfield County, NE",NE,701,0.7108,0.7288,363
"Harmon County, OK",OK,964,0.5696,0.657,361
"Liberty County, MT",MT,724,0.6651,0.7321,353
"Jeff Davis County, TX",TX,966,0.5701,0.6402,353
"Wheeler County, OR",OR,703,0.6827,0.7321,351
"Culberson County, TX",TX,868,0.6093,0.6402,339
"Cimarron County, OK",OK,707,0.7247,0.657,337
"Ziebach County, SD",SD,735,0.6233,0.7338,336
"Greeley County, KS",KS,541,0.8571,0.7156,332
"Cochran County, TX",TX,922,0.5591,0.6402,330
"Oldham County, TX",TX,614,0.8293,0.6402,326
"Hinsdale County, CO",CO,511,0.849,0.7305,317
"Wallace County, KS",KS,599,0.7319,0.7156,314
"Hudspeth County, TX",TX,842,0.5781,0.6402,312
"Kiowa County, CO",CO,585,0.7286,0.7305,311
"De Baca County, NM",NM,820,0.5537,0.6842,311
"Harding County, SD",SD,498,0.8511,0.7338,311
"Throckmorton County, TX",TX,737,0.6586,0.6402,311
"Webster County, GA",GA,843,0.5628,0.6402,304
"Rock County, NE",NE,600,0.6959,0.7288,304
"Eureka County, NV",NV,622,0.7174,0.6809,304
"Dickens County, TX",TX,727,0.6413,0.6402,298
"Jackson County, SD",SD,830,0.4879,0.7338,297
"Denali Borough, AK",AK,565,0.7299,0.7156,295
"Jackson County, CO",CO,658,0.6049,0.7305,291
"Carter County, MT",MT,600,0.6554,0.7321,288
"Mellette County, SD",SD,641,0.613,0.7338,288
"Hyde County, SD",SD,503,0.7774,0.7338,287
"Irion County, TX",TX,588,0.7562,0.6402,285
"Wibaux County, MT",MT,461,0.7959,0.7321,269
"Taliaferro County, GA",GA,588,0.6834,0.6402,257
"Sioux County, NE",NE,490,0.7029,0.7288,251
"Prairie County, MT",MT,545,0.6241,0.7321,249
"Skagway Municipality, AK",AK,450,0.7625,0.7156,246
"Billings County, ND",ND,407,0.8146,0.7321,243
"Alpine County, CA",CA,435,0.7656,0.7172,239
"Piute County, UT",UT,555,0.5804,0.7288,235
"Stonewall County, TX",TX,513,0.7038,0.6402,231
"Garfield County, MT",MT,432,0.7257,0.7321,230
"Buffalo County, SD",SD,508,0.5906,0.7338,220
"Cottle County, TX",TX,577,0.5834,0.6402,215
"Glasscock County, TX",TX,460,0.7216,0.6402,213
"Briscoe County, TX",TX,553,0.5849,0.6402,207
"San Juan County, CO",CO,399,0.7068,0.7305,206
"Motley County, TX",TX,460,0.6929,0.6402,204
"Terrell County, TX",TX,451,0.6925,0.6402,200
"Hayes County, NE",NE,377,0.7245,0.7288,199
"Banner County, NE",NE,305,0.8902,0.7288,198
"Sterling County, TX",TX,399,0.7722,0.6402,197
"Mineral County, CO",CO,386,0.6963,0.7305,196
"Camas County, ID",ID,370,0.7236,0.7305,196
"Esmeralda County, NV",NV,503,0.57,0.6809,195
"Golden Valley County, MT",MT,376,0.6939,0.7321,191
"Slope County, ND",ND,374,0.6823,0.7321,187
"Wheeler County, NE",NE,359,0.7079,0.7288,185
"Jones County, SD",SD,342,0.7291,0.7338,183
"Foard County, TX",TX,437,0.6437,0.6402,180
"Treasure County, MT",MT,360,0.6787,0.7321,179
"Thomas County, NE",NE,304,0.7774,0.7288,172
"Bristol Bay Borough, AK",AK,291,0.822,0.7156,171
"Lake and Peninsula Borough, AK",AK,324,0.7384,0.7156,171
"Logan County, NE",NE,299,0.7745,0.7288,169
"Daggett County, UT",UT,288,0.772,0.7288,162
"Keya Paha County, NE",NE,302,0.7159,0.7288,158
"Hooker County, NE",NE,327,0.6576,0.7288,157
"Roberts County, TX",TX,323,0.7314,0.6402,151
"Edwards County, TX",TX,404,0.5382,0.6402,139
"Kent County, TX",TX,308,0.6921,0.6402,136
"Clark County, ID",ID,279,0.6405,0.7305,131
"Grant County, NE",NE,284,0.6275,0.7288,130
"Loup County, NE",NE,244,0.7262,0.7288,129
"Harding County, NM",NM,286,0.6491,0.6842,127
"Yakutat City and Borough, AK",AK,206,0.8401,0.7156,124
"Borden County, TX",TX,243,0.7717,0.6402,120
"Petroleum County, MT",MT,221,0.7023,0.7321,114
"McPherson County, NE",NE,212,0.7078,0.7288,109
"Blaine County, NE",NE,197,0.7392,0.7288,106
"Issaquena County, MS",MS,350,0.4818,0.6006,101
"Arthur County, NE",NE,185,0.7359,0.7288,99
"McMullen County, TX",TX,207,0.6265,0.6402,83
"King County, TX",TX,111,0.6545,0.6402,47
"Kalawao County, HI",HI,40,0.65,0.7321,19
"Kenedy County, TX",TX,55,0.5334,0.6402,19
"Loving County, TX",TX,27,0.8519,0.6402,15
"Adjuntas Municipio, PR",PR,6069,0.1825,n/a,n/a
"Aguada Municipio, PR",PR,13100,0.2682,n/a,n/a
"Aguadilla Municipio, PR",PR,22295,0.3135,n/a,n/a
"Aguas Buenas Municipio, PR",PR,8932,0.2974,n/a,n/a
"Aibonito Municipio, PR",PR,9777,0.2877,n/a,n/a
"Añasco Municipio, PR",PR,9524,0.2995,n/a,n/a
"Arecibo Municipio, PR",PR,33403,0.3229,n/a,n/a
"Arroyo Municipio, PR",PR,6739,0.2578,n/a,n/a
"Barceloneta Municipio, PR",PR,9053,0.3573,n/a,n/a
"Barranquitas Municipio, PR",PR,10014,0.3012,n/a,n/a
"Bayamón Municipio, PR",PR,74334,0.4307,n/a,n/a
"Cabo Rojo Municipio, PR",PR,19137,0.3589,n/a,n/a
"Caguas Municipio, PR",PR,51048,0.427,n/a,n/a
"Camuy Municipio, PR",PR,12431,0.3639,n/a,n/a
"Canóvanas Municipio, PR",PR,15816,0.4117,n/a,n/a
"Carolina Municipio, PR",PR,64982,0.4971,n/a,n/a
"Cataño Municipio, PR",PR,9293,0.3513,n/a,n/a
"Cayey Municipio, PR",PR,17016,0.4068,n/a,n/a
"Ceiba Municipio, PR",PR,4435,0.3484,n/a,n/a
"Ciales Municipio, PR",PR,5774,0.2674,n/a,n/a
"Cidra Municipio, PR",PR,15010,0.3825,n/a,n/a
"Coamo Municipio, PR",PR,13776,0.2976,n/a,n/a
"Comerío Municipio, PR",PR,6113,0.2431,n/a,n/a
"Corozal Municipio, PR",PR,11512,0.3444,n/a,n/a
"Culebra Municipio, PR",PR,524,0.3805,n/a,n/a
"Dorado Municipio, PR",PR,12768,0.489,n/a,n/a
"Fajardo Municipio, PR",PR,13169,0.3444,n/a,n/a
"Florida Municipio, PR",PR,4749,0.2728,n/a,n/a
"Guánica Municipio, PR",PR,5782,0.1772,n/a,n/a
"Guayama Municipio, PR",PR,15792,0.3061,n/a,n/a
"Guayanilla Municipio, PR",PR,6390,0.2915,n/a,n/a
"Guaynabo Municipio, PR",PR,36309,0.5772,n/a,n/a
"Gurabo Municipio, PR",PR,15846,0.5371,n/a,n/a
"Hatillo Municipio, PR",PR,13676,0.3949,n/a,n/a
"Hormigueros Municipio, PR",PR,6210,0.3472,n/a,n/a
"Humacao Municipio, PR",PR,20316,0.3691,n/a,n/a
"Isabela Municipio, PR",PR,14926,0.3112,n/a,n/a
"Jayuya Municipio, PR",PR,5177,0.2971,n/a,n/a
"Juana Díaz Municipio, PR",PR,16491,0.3407,n/a,n/a
"Juncos Municipio, PR",PR,14455,0.3879,n/a,n/a
"Lajas Municipio, PR",PR,8844,0.241,n/a,n/a
"Lares Municipio, PR",PR,10770,0.2048,n/a,n/a
"Las Marías Municipio, PR",PR,3078,0.1889,n/a,n/a
"Las Piedras Municipio, PR",PR,13031,0.3807,n/a,n/a
"Loíza Municipio, PR",PR,9064,0.3252,n/a,n/a
"Luquillo Municipio, PR",PR,6966,0.3364,n/a,n/a
"Manatí Municipio, PR",PR,15510,0.3289,n/a,n/a
"Maricao Municipio, PR",PR,1798,0.223,n/a,n/a
"Maunabo Municipio, PR",PR,4250,0.2586,n/a,n/a
"Mayagüez Municipio, PR",PR,30020,0.2481,n/a,n/a
"Moca Municipio, PR",PR,13831,0.3209,n/a,n/a
"Morovis Municipio, PR",PR,10903,0.3384,n/a,n/a
"Naguabo Municipio, PR",PR,8618,0.2901,n/a,n/a
"Naranjito Municipio, PR",PR,9263,0.2669,n/a,n/a
"Orocovis Municipio, PR",PR,7028,0.252,n/a,n/a
"Patillas Municipio, PR",PR,6434,0.2927,n/a,n/a
"Peñuelas Municipio, PR",PR,7008,0.2654,n/a,n/a
"Ponce Municipio, PR",PR,55830,0.2916,n/a,n/a
"Quebradillas Municipio, PR",PR,8448,0.3213,n/a,n/a
"Rincón Municipio, PR",PR,5849,0.3177,n/a,n/a
"Río Grande Municipio, PR",PR,17136,0.4069,n/a,n/a
"Sabana Grande Municipio, PR",PR,8101,0.2478,n/a,n/a
"Salinas Municipio, PR",PR,10761,0.2914,n/a,n/a
"San Germán Municipio, PR",PR,11860,0.2472,n/a,n/a
"San Juan Municipio, PR",PR,153632,0.4087,n/a,n/a
"San Lorenzo Municipio, PR",PR,14374,0.3103,n/a,n/a
"San Sebastián Municipio, PR",PR,14605,0.267,n/a,n/a
"Santa Isabel Municipio, PR",PR,7548,0.3402,n/a,n/a
"Toa Alta Municipio, PR",PR,24068,0.4776,n/a,n/a
"Toa Baja Municipio, PR",PR,29965,0.4425,n/a,n/a
"Trujillo Alto Municipio, PR",PR,27237,0.5252,n/a,n/a
"Utuado Municipio, PR",PR,11311,0.2499,n/a,n/a
"Vega Alta Municipio, PR",PR,14015,0.365,n/a,n/a
"Vega Baja Municipio, PR",PR,21587,0.3489,n/a,n/a
"Vieques Municipio, PR",PR,3125,0.1511,n/a,n/a
"Villalba Municipio, PR",PR,7451,0.3613,n/a,n/a
"Yabucoa Municipio, PR",PR,12167,0.2785,n/a,n/a
"Yauco Municipio, PR",PR,13217,0.3151,n/a,n/a

"# Assumptions: $8,500 at 24.99% APR / 60 mo -> $249.44/mo; PTI 8% -> required income $37,415"
"# Underlying data: U.S. Census Bureau ACS 5-Year estimates, table B19001. Credit shares derived from Experian state avgs + national band distribution (Sept 2025) - ESTIMATES; methodology in memo."
# Internal territory-design use only. Not for prospect-facing projections (NASAA FPR Commentary Q19.19-19.20).
